Company,Sector,Country,Region,Indicator,KPI,Unit,2023,2022,2021,2020
Grindrod Limited,Industrials,South Africa,Africa,Emissions,Scope 1 and 2 emissions,tCO2e,37649,32567,30766,36900
Grindrod Limited,Industrials,South Africa,Africa,Emissions,Scope 3 emissions,tCO2e,9936,9658,8033,6866
Grindrod Limited,Industrials,South Africa,Africa,Emissions,Total carbon emissions,tCO2e,47584,42225,38799,43772
Grindrod Limited,Industrials,South Africa,Africa,Emissions,Carbon intensity,tCO2e/Rm,6.35,5.70,34,
Grindrod Limited,Industrials,South Africa,Africa,Emissions,SOx emissions,Tonnes,8,9,7,10
Grindrod Limited,Industrials,South Africa,Africa,Emissions,NOx emissions,Tonnes,208,218,167,140
Grindrod Limited,Industrials,South Africa,Africa,Emissions,Scope 1 emissions - Grindrod-owned vehicles,tCO2e,13132,14506,27178,34192
Grindrod Limited,Industrials,South Africa,Africa,Emissions,Scope 1 emissions - Stationary fuel-burning equipment,tCO2e,7936,7134,9511,6810
Grindrod Limited,Industrials,South Africa,Africa,Emissions,Scope 1 emissions - HFC gasses,tCO2e,2563,968,10661,22859
Grindrod Limited,Industrials,South Africa,Africa,Emissions,Scope 1 emissions - Acetylene,tCO2e,2,3,3,39
Grindrod Limited,Industrials,South Africa,Africa,Emissions,Scope 1 emissions - CO2,tCO2e,25,1,11,1
Grindrod Limited,Industrials,South Africa,Africa,Energy,Electricity intensity,kWh/FTE,8893,5149,4694,3690
Grindrod Limited,Industrials,South Africa,Africa,Energy,Electricity consumption,GJ,51.9588,35.035199999999996,39.9492,36.8028
Grindrod Limited,Industrials,South Africa,Africa,Waste,Waste generated,Tonnes,851,489,768,534
Grindrod Limited,Industrials,South Africa,Africa,Water,Water consumption,kL,185893,101412,100328,103352
Grindrod Limited,Industrials,South Africa,Africa,Water,Water intensity,kl/Rm,24.8,14.3,13.3,13.7
Growth Point Properties,Real Estate,South Africa,Africa,Emissions,Scope 1 emissions,tCO2e,18488,4296,2181,3869
Growth Point Properties,Real Estate,South Africa,Africa,Emissions,Scope 2 emissions,tCO2e,42801,48182,48014,42708
Growth Point Properties,Real Estate,South Africa,Africa,Emissions,Total Scope 1 and 2 emissions,tCO2e,61289,52478,50195,46577
Growth Point Properties,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions,tCO2e,536682,605811,634379,653579
Growth Point Properties,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions - Purchased goods and services,tCO2e,2845,2718,2816,3122
Growth Point Properties,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions - Upstream transportation and distribution,tCO2e,8.77,8,6,10
Growth Point Properties,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions - Waste generated in operations,tCO2e,8582,8790,7177,7987
Growth Point Properties,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions - Business travel,tCO2e,792,429,118,742
Growth Point Properties,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions - Employee commuting,tCO2e,611,613,627,1033
Growth Point Properties,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions - Downstream leased assets,tCO2e,523844,593254,623635,640685
Growth Point Properties,Real Estate,South Africa,Africa,Emissions,Total carbon emissions,tCO2e,598971,734725,684574,700156
Growth Point Properties,Real Estate,South Africa,Africa,Emissions,Out-of-scope emissions,tCO2e,1136,726,1611,1869
Growth Point Properties,Real Estate,South Africa,Africa,Emissions,Carbon intensity,tCO2e/m2,0.124,0.12,0.12,0.14
Growth Point Properties,Real Estate,South Africa,Africa,Energy,Energy consumption,GJ,2203697.124,2254773.6,2331874.8000000003,
Growth Point Properties,Real Estate,South Africa,Africa,Energy,Fuel consumption,GJ,196992.0,38577.6,18302.4,
Growth Point Properties,Real Estate,South Africa,Africa,Energy,Electricity consumption,GJ,1961464.104,2178460.8000000003,2281024.8000000003,2267791.2
Growth Point Properties,Real Estate,South Africa,Africa,Energy,Energy intensity,MWh/m2,0.13,0.13,0.13,0.14
Growth Point Properties,Real Estate,South Africa,Africa,Energy,Energy intensity,MWh/Rm,73,107,79,94
Growth Point Properties,Real Estate,South Africa,Africa,Energy,Energy intensity,MWh/FTE,915,978.63,1007,1087
Growth Point Properties,Real Estate,South Africa,Africa,Energy,Solar produced,GJ,39704.4,37731.6,33307.200000000004,39409.200000000004
Growth Point Properties,Real Estate,South Africa,Africa,Energy,Solar capacity installed,GJ,98.28,48.6,33.12,27.0
Growth Point Properties,Real Estate,South Africa,Africa,Water,Water discharged,kL,1486745,1404482,1416279,
Growth Point Properties,Real Estate,South Africa,Africa,Water,Water consumption,kL,3055023,2923977,3025058,3329092
Growth Point Properties,Real Estate,South Africa,Africa,Water,Water intensity,kl/m2,0.65,0.602,0.62,0.69
Growth Point Properties,Real Estate,South Africa,Africa,Water,Water intensity,kl/Rm,1328,499.74,371.26,456.7
Growth Point Properties,Real Estate,South Africa,Africa,Water,Water intensity,kl/FTE,4567,4568.71,4704.60,5177
Growth Point Properties,Real Estate,South Africa,Africa,Waste,Waste generated,Tonnes,11213.35,11496.49,9165.14,10154
Hammerson,Real Estate,South Africa,Africa,Emissions,Total carbon emissions,tCO2e,7937,9889,18195,8539
Hammerson,Real Estate,South Africa,Africa,Emissions,Carbon intensity,tCO2e/m2,0.038,0.038,0.040,0.038
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 1 emissions - Stationary operations,tCO2e,1515,1990,3436,
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 1 emissions - Mobile combustion,tCO2e,19,27,3,
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 1 emissions - Fugitive sources,tCO2e,8,37,854,
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 1 emissions,tCO2e,1542,2054,4293,
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 2 emissions - Electricity (market),tCO2e,571,1179,2221,
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 2 emissions - Electricity,tCO2e,5017,6045,11581,
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 2 emissions - Thermal heatng,tCO2e,389,269,1531,
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 2 emissions - Thermal cooling,tCO2e,48,260,98,
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 2 emissions,tCO2e,1008,1708,13210,
Hammerson,Real Estate,South Africa,Africa,Emissions,Total Scope 1 and 2 emissions,tCO2e,5454,6574,9628,8511
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions - Transmission and distribution,tCO2e,449,538,,
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions - Business travel,tCO2e,149,216,66,
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions - Waste generated in operations,tCO2e,254,428,511,
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions - Water,tCO2e,89,79,115,
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions,tCO2e,941,1261,692,
Hammerson,Real Estate,South Africa,Africa,Energy,Natural gas consumption,GJ,28335.600000000002,33958.8,,
Hammerson,Real Estate,South Africa,Africa,Energy,Diesel consumption,GJ,298.8,378.0,,
Hammerson,Real Estate,South Africa,Africa,Energy,Electricity consumption,GJ,108504.0,134924.4,,
Hammerson,Real Estate,South Africa,Africa,Energy,Total thermal,GJ,25801.2,26089.2,,
Hammerson,Real Estate,South Africa,Africa,Energy,Total landlord energy,GJ,162939.6,195350.4,,
Hammerson,Real Estate,South Africa,Africa,Energy,Energy intensity,KWh/m2,219,230,,
Hammerson,Real Estate,South Africa,Africa,Waste,Waste incinerated,Tonnes,4554,5377,,
Hammerson,Real Estate,South Africa,Africa,Waste,Waste recycled,Tonnes,6126,12665,,
Hammerson,Real Estate,South Africa,Africa,Waste,Waste to landfill,Tonnes,15,46,,
Hammerson,Real Estate,South Africa,Africa,Waste,Waste - Food recycling,Tonnes,2071,2490,,
Hammerson,Real Estate,South Africa,Africa,Waste,Waste generated,Tonnes,12766,20579,,
Hammerson,Real Estate,South Africa,Africa,Water,Landlord services,kL,257954,285917,,
Hammerson,Real Estate,South Africa,Africa,Water,Sub-metered to tenants,kL,248446,244216,,
Hammerson,Real Estate,South Africa,Africa,Water,Water withdrawn,kL,528415,506166,,
Hammerson,Real Estate,South Africa,Africa,Water,Rainwater harvested,kL,234,1718,,
Hammerson,Real Estate,South Africa,Africa,Water,Water consumption,kL,506400,5301333,151053,75679
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 1 emissions - Location-based,tCO2e,1542,2054,,
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 2 emissions - Location-based,tCO2e,5454,6574,,
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions - Location-based,tCO2e,941,1261,,
Hammerson,Real Estate,South Africa,Africa,Emissions,Total carbon emissions - Location-based,tCO2e,7937,9889,,
Hammerson,Real Estate,South Africa,Africa,Emissions,Carbon intensity,tCO2e/m2,0.046,0.041,,
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 1 emissions - Market-based,tCO2e,1542,2054,,
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 2 emissions - Market-based,tCO2e,1008,1708,,
Hammerson,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions - Market-based,tCO2e,941,1261,,
Hammerson,Real Estate,South Africa,Africa,Emissions,Total carbon emissions - Market-based,tCO2e,3491,5023,,
Harmony,Basic Materials,South Africa,Africa,Land and biodiversity,Land rehabilitation liabilities,Rbillion,7.6,7.2,6.9,4.4
Harmony,Basic Materials,South Africa,Africa,Land and biodiversity,Land rehabilitated,ha,72,31.8,4,24
Harmony,Basic Materials,South Africa,Africa,Land and biodiversity,Land disturbed,ha,13924,13911,13923,10963
Harmony,Basic Materials,South Africa,Africa,Water,Water consumption,kL,29350000,33417000,30306000,19692
Harmony,Basic Materials,South Africa,Africa,Water,Water recycled,kL,99932000,88599000,83392000,60325000
Harmony,Basic Materials,South Africa,Africa,Water,Water discharged,kL,5061000,5298000,3787000,3164000
Harmony,Basic Materials,South Africa,Africa,Water,Water intensity,m3/t,560,620,620,770
Harmony,Basic Materials,South Africa,Africa,Energy,Electricity consumption,GJ,14800000,15313000,14844000,11416000
Harmony,Basic Materials,South Africa,Africa,Energy,Energy consumption,GJ,17502000,17726000,16673000,13095000
Harmony,Basic Materials,South Africa,Africa,Waste,Waste recycled,t,6617000,7695000,10417000,6391000
Harmony,Basic Materials,South Africa,Africa,Waste,Waste to landfill,t,1501000,803000,524000,250000
Harmony,Basic Materials,South Africa,Africa,Environment,Environmental fines,Number,0,0,0,0
Harmony,Basic Materials,South Africa,Africa,Environment,Environmental incidents,Number,5,4,6,1
Harmony,Basic Materials,South Africa,Africa,Energy,Diesel consumption,GJ,2473000,2175000,1614000,1663000
Harmony,Basic Materials,South Africa,Africa,Energy,Other sources consumption,GJ,230000,239000,215000,16000
Harmony,Basic Materials,South Africa,Africa,Energy,Energy intensity,GJ/t,0.336,0.329,0.339,0.515
Harmony,Basic Materials,South Africa,Africa,Emissions,Particulate matter (PM),Tonnes,8.66,10.24,12.18,5.66
Harmony,Basic Materials,South Africa,Africa,Emissions,SO2,Tonnes,2.01,14.61,1.97,0.46
Harmony,Basic Materials,South Africa,Africa,Emissions,NOx,Tonnes,30.68,25.10,47.34,13.42
Harmony,Basic Materials,South Africa,Africa,Emissions,Scope 1 emissions,tCO2e,200353,180023,136130,126202
Harmony,Basic Materials,South Africa,Africa,Emissions,Scope 2 emissions,tCO2e,4252161,4568245,4251052,3315672
Harmony,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions,tCO2e,1003107,1065168,870852,570236
Harmony,Basic Materials,South Africa,Africa,Emissions,Total carbon emissions,tCO2e,5455621,5813436,5480034,4141110
Harmony,Basic Materials,South Africa,Africa,Emissions,Carbon intensity,tCO2e/Tonnes,0.105,0.108,0.107,0.157
HCI,Industrials,South Africa,Africa,Emissions,Scope 1 emissions,tCO2e,136106,119790,88882,113769
HCI,Industrials,South Africa,Africa,Emissions,Scope 2 emissions,tCO2e,237840,222937,188606,252732
HCI,Industrials,South Africa,Africa,Emissions,Total Scope 1 and 2 emissions,tCO2e,373947,342727,277488,366501
HCI,Industrials,South Africa,Africa,Emissions,Scope 3 emissions,tCO2e,157579,146492,120342,
HCI,Industrials,South Africa,Africa,Water,Water withdrawn,kL,3555000.0,2795000.0,1893000.0,3336000.0
HCI,Industrials,South Africa,Africa,Water,Water discharged,kL,36000.0,28000.0,36000.0,36000.0
HCI,Industrials,South Africa,Africa,Water,Water consumption,kL,1823000.0,1401000.0,1073000.0,1823000.0
Heriot,Real Estate,South Africa,Africa,Energy,Energy generated from solar PV systems,GJ,15454.800000000001,29520.0,,
Heriot,Real Estate,South Africa,Africa,Energy,Solar energy capacity,MWp,5.78,5.16,,
Heriot,Real Estate,South Africa,Africa,Emissions,Reduced carbon emissions,tCO2e,3042,3600,,
Hudaco,Industrials,South Africa,Africa,Emissions,Scope 1 emissions,tCO2e,9700.0,8900.0,8500.0,7100.0
Hudaco,Industrials,South Africa,Africa,Emissions,Scope 2 emissions,tCO2e,14500.0,15200.0,14600.0,15800.0
Hudaco,Industrials,South Africa,Africa,Emissions,Total Scope 1 and 2 emissions,tCO2e,24200.0,24100.0,23100.0,22900.0
Hudaco,Industrials,South Africa,Africa,Emissions,Scope 3 emissions,tCO2e,,,423900.0,372100.0
Hudaco,Industrials,South Africa,Africa,Energy,Electricity consumption,GJ,54561.6,57290.4,54997.200000000004,
Hudaco,Industrials,South Africa,Africa,Energy,Renewable energy generated,GJ,2469.6,511.2,,
Hudaco,Industrials,South Africa,Africa,Water,Water consumption,kL,110000.0,111000.0,88600.0,83500.0
Hudaco,Industrials,South Africa,Africa,Waste,Waste generated,Tonnes,5658.0,6263.0,,
Hudaco,Industrials,South Africa,Africa,Waste,Waste to landfill,Tonnes,522.0,506.0,454.0,659.0
Hulamin,Industrials,South Africa,Africa,Environment,Environmental incidents,Number,1,0,0,0
Hulamin,Industrials,South Africa,Africa,Energy,Energy consumption,GJ,2730000,2750000,2800000,2490000
Hulamin,Industrials,South Africa,Africa,Energy,Energy intensity,GJ/tonne,14.6,14.0,13.9.0,15.0
Hulamin,Industrials,South Africa,Africa,Emissions,Total Scope 1 and 2 emissions,tCO2e,361758,358000,370000,325000
Hulamin,Industrials,South Africa,Africa,Emissions,Carbon intensity,tCO2e/tonne,1.93,1.72,1.69,1.73
Hulamin,Industrials,South Africa,Africa,Emissions,Scope 3 emissions,tCO2e,3324736,3550000,3600000,3200000
Hulamin,Industrials,South Africa,Africa,Emissions,Scope 3 emissions intensity,tCO2e,17.56,16.68,16.80,19.50
Hulamin,Industrials,South Africa,Africa,Water,Water withdrawn,kL,560040,550000,550000,550000
Hulamin,Industrials,South Africa,Africa,Water,Water intensity,kl/Tonnes,2.99,2.45,2.86,2.67
Hulamin,Industrials,South Africa,Africa,Waste,Waste generated,Tonnes,5390,6200,7000,4600
Hulamin,Industrials,South Africa,Africa,Waste,Waste intensity,tonne/tonne,0.0288,0.0296,0.0300,0.0210
Hulamin,Industrials,South Africa,Africa,Energy,Electricity intensity,KWh/Tonnes,1.29,1.12,1.19,1.2
Hulamin,Industrials,South Africa,Africa,Energy,Fuel gases intensity,GJ/Tonnes,10.0,8.8,9.66,8.13
Hyprop,Real Estate,South Africa,Africa,Energy,Energy consumption,GJ,550238,660701,703170,734185
Hyprop,Real Estate,South Africa,Africa,Energy,Electricity consumption,GJ,157383,98475,76556,92084
Hyprop,Real Estate,South Africa,Africa,Energy,Energy intensity,GJ/m2,0.93,1.07,0.96,0.99
Hyprop,Real Estate,South Africa,Africa,Energy,Solar energy generated,GJ,38555,38462,38266,12232
Hyprop,Real Estate,South Africa,Africa,Water,Water withdrawn,kL,655409,621415,645326,689853
Hyprop,Real Estate,South Africa,Africa,Water,Water consumption,kL,225125,236003,252326,302543
Hyprop,Real Estate,South Africa,Africa,Water,Water intensity,kl/m2,0.95,0.94,0.91,0.97
Hyprop,Real Estate,South Africa,Africa,Waste,Waste generated,Tonnes,6194.28,6110.69,5972.07,5942.08
Hyprop,Real Estate,South Africa,Africa,Waste,Waste disposed - Non-hazardous,Tonnes,2371.0,3317.0,3326.0,3472.0
Hyprop,Real Estate,South Africa,Africa,Waste,Waste disposed - Hazardous,Tonnes,0.0,0.0,94.0,73.0
Hyprop,Real Estate,South Africa,Africa,Waste,Waste recycled,Tonnes,3824.0,2814.0,2575.0,2450.0
Hyprop,Real Estate,South Africa,Africa,Energy,Energy generated from solar PV systems,GJ,38555.1648,38462.436,38266.2,12204.0
Hyprop,Real Estate,South Africa,Africa,Emissions,Scope 1 emissions,tCO2e,24787,17891,18959,25111
Hyprop,Real Estate,South Africa,Africa,Emissions,Scope 2 emissions,tCO2e,18198,20675,22693,23994
Hyprop,Real Estate,South Africa,Africa,Emissions,Scope 3 emissions,tCO2e,163521,179604,183844,182438
Impala Platinum,Basic Materials,South Africa,Africa,Land and biodiversity,Land rehabilitated,ha,11,11,,
Impala Platinum,Basic Materials,South Africa,Africa,Land and biodiversity,Land disturbed,ha,32,46,23,26
Impala Platinum,Basic Materials,South Africa,Africa,Environment,Environmental incidents,Number,7,4,7,16
Impala Platinum,Basic Materials,South Africa,Africa,Energy,Coal consumption,Tonnes,152503,166765,158702,144109
Impala Platinum,Basic Materials,South Africa,Africa,Energy,Diesel consumption,kL,42387.236000000004,40251.991,36623.0,25043.0
Impala Platinum,Basic Materials,South Africa,Africa,Energy,Electricity consumption,GJ,13475311.200000001,13645609.200000001,13906800.0,12020400.0
Impala Platinum,Basic Materials,South Africa,Africa,Energy,Energy consumption,GJ,19640000,19613000,19613000,16769000
Impala Platinum,Basic Materials,South Africa,Africa,Energy,Energy intensity,GJ/tonne,0.835,0.883,0.845,0.857
Impala Platinum,Basic Materials,South Africa,Africa,Emissions,Scope 1 emissions,tCO2e,498569,527000,493000,419000
Impala Platinum,Basic Materials,South Africa,Africa,Emissions,Scope 2 emissions,tCO2e,3523981,3544000,3646000,3225000
Impala Platinum,Basic Materials,South Africa,Africa,Emissions,Carbon intensity,tCO2e/tonne,0.171,0.182,0.175,0.186
Impala Platinum,Basic Materials,South Africa,Africa,Emissions,Scope 3 emissions,tCO2e,0,1016000,575000,365000
Impala Platinum,Basic Materials,South Africa,Africa,Emissions,SO2,Tonnes,32931,34847,32602,26778
Impala Platinum,Basic Materials,South Africa,Africa,Emissions,Total carbon emissions,tCO2e,498569,527248,493817,419364
Impala Platinum,Basic Materials,South Africa,Africa,Waste,Waste generated - Mineral,Tonnes,25741,24665,24859,18977
Impala Platinum,Basic Materials,South Africa,Africa,Waste,Waste disposed,Tonnes,16109,19459,13805,31488
Impala Platinum,Basic Materials,South Africa,Africa,Waste,Waste generated - Non-mineral,Tonnes,89914,89541,82919,62024
